"word"
"lavender"
"violet"
"purple"
"maroon"
"indigo"
"teal"
"turquoise"
"yellow"
"black"
"grey"
"blue"
"red"
"orange"
"brown"
"lilac"
"aqua"
"white"
"pink"
"magenta"
"green"
