word,category
rabbit,animals
whale,animals
cheetah,animals
sheep,animals
pony,animals
bat,animals
turtle,animals
sloth,animals
badger,animals
crab,animals
frog,animals
gazelle,animals
lizard,animals
cow,animals
snake,animals
tiger,animals
fish,animals
rhino,animals
goat,animals
cat,animals
